ticker,name,isin,exchange,sector,industry,market_data_ticker,country,universe
COFFEEDAY,Coffee Day Enterprises Limited,INE335K01011,NSE,Unclassified,Unclassified,COFFEEDAY.NS,IN,NSE_MAINBOARD
COFORGE,Coforge Limited,INE591G01025,NSE,Information Technology,Information Technology,COFORGE.NS,IN,NSE_MAINBOARD
COHANCE,Cohance Lifesciences Limited,INE03QK01018,NSE,Unclassified,Unclassified,COHANCE.NS,IN,NSE_MAINBOARD
COLPAL,Colgate Palmolive (India) Limited,INE259A01022,NSE,Fast Moving Consumer Goods,Fast Moving Consumer Goods,COLPAL.NS,IN,NSE_MAINBOARD
COMFINTE,Comfort Intech Limited,INE819A01049,NSE,Unclassified,Unclassified,COMFINTE.NS,IN,NSE_MAINBOARD
COMPINFO,Compuage Infocom Limited,INE070C01037,NSE,Unclassified,Unclassified,COMPINFO.NS,IN,NSE_MAINBOARD
COMPUSOFT,Compucom Software Limited,INE453B01029,NSE,Unclassified,Unclassified,COMPUSOFT.NS,IN,NSE_MAINBOARD
COMSYN,Commercial Syn Bags Limited,INE073V01015,NSE,Unclassified,Unclassified,COMSYN.NS,IN,NSE_MAINBOARD
CONCOR,Container Corporation of India Limited,INE111A01025,NSE,Services,Services,CONCOR.NS,IN,NSE_MAINBOARD
CONCORDBIO,Concord Biotech Limited,INE338H01029,NSE,Unclassified,Unclassified,CONCORDBIO.NS,IN,NSE_MAINBOARD
CONFIPET,Confidence Petroleum India Limited,INE552D01024,NSE,Unclassified,Unclassified,CONFIPET.NS,IN,NSE_MAINBOARD
CONSOFINVT,Consolidated Finvest & Holdings Limited,INE025A01027,NSE,Unclassified,Unclassified,CONSOFINVT.NS,IN,NSE_MAINBOARD
CONTROLPR,Control Print Limited,INE663B01015,NSE,Unclassified,Unclassified,CONTROLPR.NS,IN,NSE_MAINBOARD
CORALFINAC,Coral India Finance & Housing Limited,INE558D01021,NSE,Unclassified,Unclassified,CORALFINAC.NS,IN,NSE_MAINBOARD
CORDELIA,Waterways Leisure Tourism Limited,INE0LZF01013,NSE,Unclassified,Unclassified,CORDELIA.NS,IN,NSE_MAINBOARD
CORDSCABLE,Cords Cable Industries Limited,INE792I01017,NSE,Unclassified,Unclassified,CORDSCABLE.NS,IN,NSE_MAINBOARD
COROMANDEL,Coromandel International Limited,INE169A01031,NSE,Chemicals,Chemicals,COROMANDEL.NS,IN,NSE_MAINBOARD
CORONA,CORONA Remedies Limited,INE02ZQ01018,NSE,Unclassified,Unclassified,CORONA.NS,IN,NSE_MAINBOARD
COSMOFIRST,COSMO FIRST LIMITED,INE757A01017,NSE,Unclassified,Unclassified,COSMOFIRST.NS,IN,NSE_MAINBOARD
COUNCODOS,Country Condo's Limited,INE695B01025,NSE,Unclassified,Unclassified,COUNCODOS.NS,IN,NSE_MAINBOARD
CPCAP,CP Capital Limited,INE521J01018,NSE,Unclassified,Unclassified,CPCAP.NS,IN,NSE_MAINBOARD
CPEDU,Career Point Edutech Limited,INE0P6P01016,NSE,Unclassified,Unclassified,CPEDU.NS,IN,NSE_MAINBOARD
CPL,Captain Polyplast Limited,INE536P01021,NSE,Unclassified,Unclassified,CPL.NS,IN,NSE_MAINBOARD
CPPLUS,Aditya Infotech Limited,INE819V01029,NSE,Unclassified,Unclassified,CPPLUS.NS,IN,NSE_MAINBOARD
CRAFTSMAN,Craftsman Automation Limited,INE00LO01017,NSE,Unclassified,Unclassified,CRAFTSMAN.NS,IN,NSE_MAINBOARD
CRAMC,Canara Robeco Asset Management Company Limited,INE218I01013,NSE,Unclassified,Unclassified,CRAMC.NS,IN,NSE_MAINBOARD
CREATIVEYE,Creative Eye Limited,INE230B01021,NSE,Unclassified,Unclassified,CREATIVEYE.NS,IN,NSE_MAINBOARD
CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,NSE,Unclassified,Unclassified,CREDITACC.NS,IN,NSE_MAINBOARD
CREST,Crest Ventures Limited,INE559D01011,NSE,Unclassified,Unclassified,CREST.NS,IN,NSE_MAINBOARD
CRISIL,Crisil Limited,INE007A01025,NSE,Unclassified,Unclassified,CRISIL.NS,IN,NSE_MAINBOARD
CRIZAC,Crizac Limited,INE0S4R01014,NSE,Unclassified,Unclassified,CRIZAC.NS,IN,NSE_MAINBOARD
CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,NSE,Unclassified,Unclassified,CROMPTON.NS,IN,NSE_MAINBOARD
CROWN,Crown Lifters Limited,INE491V01019,NSE,Unclassified,Unclassified,CROWN.NS,IN,NSE_MAINBOARD
CSBBANK,CSB Bank Limited,INE679A01013,NSE,Unclassified,Unclassified,CSBBANK.NS,IN,NSE_MAINBOARD
CSLFINANCE,CSL Finance Limited,INE718F01018,NSE,Unclassified,Unclassified,CSLFINANCE.NS,IN,NSE_MAINBOARD
CSM,CSM Technologies Limited,INE0ZK601013,NSE,Unclassified,Unclassified,CSM.NS,IN,NSE_MAINBOARD
CTE,Cambridge Technology Enterprises Limited,INE627H01017,NSE,Unclassified,Unclassified,CTE.NS,IN,NSE_MAINBOARD
CUB,City Union Bank Limited,INE491A01021,NSE,Unclassified,Unclassified,CUB.NS,IN,NSE_MAINBOARD
CUBEXTUB,Cubex Tubings Limited,INE144D01012,NSE,Unclassified,Unclassified,CUBEXTUB.NS,IN,NSE_MAINBOARD
CUMMINSIND,Cummins India Limited,INE298A01020,NSE,Capital Goods,Capital Goods,CUMMINSIND.NS,IN,NSE_MAINBOARD
CUPID,Cupid Limited,INE509F01029,NSE,Unclassified,Unclassified,CUPID.NS,IN,NSE_MAINBOARD
CURAA,Cura Technologies Limited,INE117B01020,NSE,Unclassified,Unclassified,CURAA.NS,IN,NSE_MAINBOARD
CYBERMEDIA,Cyber Media (India) Limited,INE278G01037,NSE,Unclassified,Unclassified,CYBERMEDIA.NS,IN,NSE_MAINBOARD
CYBERTECH,Cybertech Systems And Software Limited,INE214A01019,NSE,Unclassified,Unclassified,CYBERTECH.NS,IN,NSE_MAINBOARD
CYIENT,Cyient Limited,INE136B01020,NSE,Unclassified,Unclassified,CYIENT.NS,IN,NSE_MAINBOARD
CYIENTDLM,Cyient DLM Limited,INE055S01018,NSE,Unclassified,Unclassified,CYIENTDLM.NS,IN,NSE_MAINBOARD
DABUR,Dabur India Limited,INE016A01026,NSE,Fast Moving Consumer Goods,Fast Moving Consumer Goods,DABUR.NS,IN,NSE_MAINBOARD
DAICHI,Dai-Ichi Karkaria Limited,INE928C01010,NSE,Unclassified,Unclassified,DAICHI.NS,IN,NSE_MAINBOARD
DALBHARAT,Dalmia Bharat Limited,INE00R701025,NSE,Unclassified,Unclassified,DALBHARAT.NS,IN,NSE_MAINBOARD
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,INE495A01022,NSE,Unclassified,Unclassified,DALMIASUG.NS,IN,NSE_MAINBOARD
DAMCAPITAL,Dam Capital Advisors Limited,INE284H01025,NSE,Unclassified,Unclassified,DAMCAPITAL.NS,IN,NSE_MAINBOARD
DAMODARIND,Damodar Industries Limited,INE497D01022,NSE,Unclassified,Unclassified,DAMODARIND.NS,IN,NSE_MAINBOARD
DANGEE,Dangee Dums Limited,INE688Y01022,NSE,Unclassified,Unclassified,DANGEE.NS,IN,NSE_MAINBOARD
DATAMATICS,Datamatics Global Services Limited,INE365B01017,NSE,Unclassified,Unclassified,DATAMATICS.NS,IN,NSE_MAINBOARD
DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,NSE,Unclassified,Unclassified,DATAPATTNS.NS,IN,NSE_MAINBOARD
DAVANGERE,Davangere Sugar Company Limited,INE179G01029,NSE,Unclassified,Unclassified,DAVANGERE.NS,IN,NSE_MAINBOARD
DBCORP,D.B.Corp Limited,INE950I01011,NSE,Unclassified,Unclassified,DBCORP.NS,IN,NSE_MAINBOARD
DBEIL,Deepak Builders & Engineers India Limited,INE0OPA01027,NSE,Unclassified,Unclassified,DBEIL.NS,IN,NSE_MAINBOARD
DBL,Dilip Buildcon Limited,INE917M01012,NSE,Unclassified,Unclassified,DBL.NS,IN,NSE_MAINBOARD
DBOL,Dhampur Bio Organics Limited,INE0I3401014,NSE,Unclassified,Unclassified,DBOL.NS,IN,NSE_MAINBOARD
DBREALTY,Valor Estate Limited,INE879I01012,NSE,Unclassified,Unclassified,DBREALTY.NS,IN,NSE_MAINBOARD
DBSTOCKBRO,DB (International) Stock Brokers Limited,INE921B01025,NSE,Unclassified,Unclassified,DBSTOCKBRO.NS,IN,NSE_MAINBOARD
DCAL,Dishman Carbogen Amcis Limited,INE385W01011,NSE,Unclassified,Unclassified,DCAL.NS,IN,NSE_MAINBOARD
DCBBANK,DCB Bank Limited,INE503A01015,NSE,Unclassified,Unclassified,DCBBANK.NS,IN,NSE_MAINBOARD
DCI,Dc Infotech And Communication Limited,INE0A1101019,NSE,Unclassified,Unclassified,DCI.NS,IN,NSE_MAINBOARD
DCM,DCM  Limited,INE498A01018,NSE,Unclassified,Unclassified,DCM.NS,IN,NSE_MAINBOARD
DCMFINSERV,DCM Financial Services Limited,INE891B01012,NSE,Unclassified,Unclassified,DCMFINSERV.NS,IN,NSE_MAINBOARD
DCMNVL,DCM Nouvelle Limited,INE08KP01019,NSE,Unclassified,Unclassified,DCMNVL.NS,IN,NSE_MAINBOARD
DCMSHRIRAM,DCM Shriram Limited,INE499A01024,NSE,Unclassified,Unclassified,DCMSHRIRAM.NS,IN,NSE_MAINBOARD
DCMSIL,DCM Shriram International Limited,INE0OU201013,NSE,Unclassified,Unclassified,DCMSIL.NS,IN,NSE_MAINBOARD
DCMSRIND,DCM Shriram Industries Limited,INE843D01027,NSE,Unclassified,Unclassified,DCMSRIND.NS,IN,NSE_MAINBOARD
DCW,DCW Limited,INE500A01029,NSE,Unclassified,Unclassified,DCW.NS,IN,NSE_MAINBOARD
DCXINDIA,DCX Systems Limited,INE0KL801015,NSE,Unclassified,Unclassified,DCXINDIA.NS,IN,NSE_MAINBOARD
DDEVPLSTIK,Ddev Plastiks Industries Limited,INE0HR601026,NSE,Unclassified,Unclassified,DDEVPLSTIK.NS,IN,NSE_MAINBOARD
DECCANCE,Deccan Cements Limited,INE583C01021,NSE,Unclassified,Unclassified,DECCANCE.NS,IN,NSE_MAINBOARD
DECNGOLD,Deccan Gold Mines Limited,INE945F01025,NSE,Unclassified,Unclassified,DECNGOLD.NS,IN,NSE_MAINBOARD
DEEDEV,DEE Development Engineers Limited,INE841L01016,NSE,Unclassified,Unclassified,DEEDEV.NS,IN,NSE_MAINBOARD
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,NSE,Unclassified,Unclassified,DEEPAKFERT.NS,IN,NSE_MAINBOARD
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,NSE,Unclassified,Unclassified,DEEPAKNTR.NS,IN,NSE_MAINBOARD
DEEPINDS,Deep Industries Limited,INE0FHS01024,NSE,Unclassified,Unclassified,DEEPINDS.NS,IN,NSE_MAINBOARD
DELHIVERY,Delhivery Limited,INE148O01028,NSE,Unclassified,Unclassified,DELHIVERY.NS,IN,NSE_MAINBOARD
DELPHIFX,DELPHI WORLD MONEY LIMITED,INE726L01027,NSE,Unclassified,Unclassified,DELPHIFX.NS,IN,NSE_MAINBOARD
DELTACORP,Delta Corp Limited,INE124G01033,NSE,Unclassified,Unclassified,DELTACORP.NS,IN,NSE_MAINBOARD
DELTAMAGNT,Delta Manufacturing Limited,INE393A01011,NSE,Unclassified,Unclassified,DELTAMAGNT.NS,IN,NSE_MAINBOARD
DEN,Den Networks Limited,INE947J01015,NSE,Unclassified,Unclassified,DEN.NS,IN,NSE_MAINBOARD
DENORA,De Nora India Limited,INE244A01016,NSE,Unclassified,Unclassified,DENORA.NS,IN,NSE_MAINBOARD
DENTA,Denta Water and Infra Solutions Limited,INE0R4L01018,NSE,Unclassified,Unclassified,DENTA.NS,IN,NSE_MAINBOARD
DEVIT,Dev Information Technology Limited,INE060X01034,NSE,Unclassified,Unclassified,DEVIT.NS,IN,NSE_MAINBOARD
DEVX,Dev Accelerator Limited,INE0VOV01021,NSE,Unclassified,Unclassified,DEVX.NS,IN,NSE_MAINBOARD
DEVYANI,Devyani International Limited,INE872J01023,NSE,Unclassified,Unclassified,DEVYANI.NS,IN,NSE_MAINBOARD
DGCONTENT,Digicontent Limited,INE03JI01017,NSE,Unclassified,Unclassified,DGCONTENT.NS,IN,NSE_MAINBOARD
DHAMPURSUG,Dhampur Sugar Mills Limited,INE041A01016,NSE,Unclassified,Unclassified,DHAMPURSUG.NS,IN,NSE_MAINBOARD
DHANBANK,Dhanlaxmi Bank Limited,INE680A01011,NSE,Unclassified,Unclassified,DHANBANK.NS,IN,NSE_MAINBOARD
DHANUKA,Dhanuka Agritech Limited,INE435G01025,NSE,Unclassified,Unclassified,DHANUKA.NS,IN,NSE_MAINBOARD
DHARAN,DHARAN INFRA-EPC LIMITED,INE278R01034,NSE,Unclassified,Unclassified,DHARAN.NS,IN,NSE_MAINBOARD
DHARMAJ,Dharmaj Crop Guard Limited,INE00OQ01016,NSE,Unclassified,Unclassified,DHARMAJ.NS,IN,NSE_MAINBOARD
DHRUV,Dhruv Consultancy Services Limited,INE506Z01015,NSE,Unclassified,Unclassified,DHRUV.NS,IN,NSE_MAINBOARD
DHUNINV,Dhunseri Investments Limited,INE320L01011,NSE,Unclassified,Unclassified,DHUNINV.NS,IN,NSE_MAINBOARD
DIACABS,Diamond Power Infrastructure Limited,INE989C01038,NSE,Unclassified,Unclassified,DIACABS.NS,IN,NSE_MAINBOARD
DIAMINESQ,Diamines & Chemicals Limited,INE591D01014,NSE,Unclassified,Unclassified,DIAMINESQ.NS,IN,NSE_MAINBOARD
DIAMONDYD,Prataap Snacks Limited,INE393P01035,NSE,Unclassified,Unclassified,DIAMONDYD.NS,IN,NSE_MAINBOARD
DICIND,DIC India Limited,INE303A01010,NSE,Unclassified,Unclassified,DICIND.NS,IN,NSE_MAINBOARD
DIFFNKG,Diffusion Engineers Limited,INE184O01015,NSE,Unclassified,Unclassified,DIFFNKG.NS,IN,NSE_MAINBOARD
DIGIDRIVE,Digidrive Distributors Limited,INE0PSC01024,NSE,Unclassified,Unclassified,DIGIDRIVE.NS,IN,NSE_MAINBOARD
DIGISPICE,DiGiSPICE Technologies Limited,INE927C01020,NSE,Unclassified,Unclassified,DIGISPICE.NS,IN,NSE_MAINBOARD
DIGITIDE,Digitide Solutions Limited,INE0U4701011,NSE,Unclassified,Unclassified,DIGITIDE.NS,IN,NSE_MAINBOARD
DIGJAMLMTD,Digjam Limited,INE731U01028,NSE,Unclassified,Unclassified,DIGJAMLMTD.NS,IN,NSE_MAINBOARD
DISAQ,Disa India Limited,INE131C01011,NSE,Unclassified,Unclassified,DISAQ.NS,IN,NSE_MAINBOARD
DISHTV,Dish TV India Limited,INE836F01026,NSE,Unclassified,Unclassified,DISHTV.NS,IN,NSE_MAINBOARD
DIVGIITTS,Divgi Torqtransfer Systems Limited,INE753U01022,NSE,Unclassified,Unclassified,DIVGIITTS.NS,IN,NSE_MAINBOARD
DIVISLAB,Divi's Laboratories Limited,INE361B01024,NSE,Healthcare,Healthcare,DIVISLAB.NS,IN,NSE_MAINBOARD
DIXON,Dixon Technologies (India) Limited,INE935N01020,NSE,Consumer Durables,Consumer Durables,DIXON.NS,IN,NSE_MAINBOARD
DJML,DJ Mediaprint & Logistics Limited,INE0B1K01014,NSE,Unclassified,Unclassified,DJML.NS,IN,NSE_MAINBOARD
DLF,DLF Limited,INE271C01023,NSE,Realty,Realty,DLF.NS,IN,NSE_MAINBOARD
DLINKINDIA,D-Link (India) Limited,INE250K01012,NSE,Unclassified,Unclassified,DLINKINDIA.NS,IN,NSE_MAINBOARD
DMART,Avenue Supermarts Limited,INE192R01011,NSE,Consumer Services,Consumer Services,DMART.NS,IN,NSE_MAINBOARD
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,NSE,Unclassified,Unclassified,DMCC.NS,IN,NSE_MAINBOARD
DNAMEDIA,Diligent Media Corporation Limited,INE016M01021,NSE,Unclassified,Unclassified,DNAMEDIA.NS,IN,NSE_MAINBOARD
DODLA,Dodla Dairy Limited,INE021O01019,NSE,Unclassified,Unclassified,DODLA.NS,IN,NSE_MAINBOARD
DOLATALGO,Dolat Algotech Limited,INE966A01022,NSE,Unclassified,Unclassified,DOLATALGO.NS,IN,NSE_MAINBOARD
DOLLAR,Dollar Industries Limited,INE325C01035,NSE,Unclassified,Unclassified,DOLLAR.NS,IN,NSE_MAINBOARD
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,INE920A01037,NSE,Unclassified,Unclassified,DOLPHIN.NS,IN,NSE_MAINBOARD
DOMS,DOMS Industries Limited,INE321T01012,NSE,Unclassified,Unclassified,DOMS.NS,IN,NSE_MAINBOARD
DONEAR,Donear Industries Limited,INE668D01028,NSE,Unclassified,Unclassified,DONEAR.NS,IN,NSE_MAINBOARD
DPABHUSHAN,D. P. Abhushan Limited,INE266Y01019,NSE,Unclassified,Unclassified,DPABHUSHAN.NS,IN,NSE_MAINBOARD
DPSCLTD,DPSC Limited,INE360C01024,NSE,Unclassified,Unclassified,DPSCLTD.NS,IN,NSE_MAINBOARD
DPWIRES,D P Wires Limited,INE864X01013,NSE,Unclassified,Unclassified,DPWIRES.NS,IN,NSE_MAINBOARD
DRAGARWQ,Dr Agarwals Eye Hospital Limited,INE934C01018,NSE,Unclassified,Unclassified,DRAGARWQ.NS,IN,NSE_MAINBOARD
DRCSYSTEMS,DRC Systems India Limited,INE03RS01027,NSE,Unclassified,Unclassified,DRCSYSTEMS.NS,IN,NSE_MAINBOARD
DREAMFOLKS,Dreamfolks Services Limited,INE0JS101016,NSE,Unclassified,Unclassified,DREAMFOLKS.NS,IN,NSE_MAINBOARD
DREDGECORP,Dredging Corporation of India Limited,INE506A01018,NSE,Unclassified,Unclassified,DREDGECORP.NS,IN,NSE_MAINBOARD
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031,NSE,Healthcare,Healthcare,DRREDDY.NS,IN,NSE_MAINBOARD
DSFCL,DCM Shriram Fine Chemicals Limited,INE0OFM01015,NSE,Unclassified,Unclassified,DSFCL.NS,IN,NSE_MAINBOARD
DSSL,Dynacons Systems & Solutions Limited,INE417B01040,NSE,Unclassified,Unclassified,DSSL.NS,IN,NSE_MAINBOARD
DTIL,Dhunseri Tea & Industries Limited,INE341R01014,NSE,Unclassified,Unclassified,DTIL.NS,IN,NSE_MAINBOARD
DUCON,Ducon Infratechnologies Limited,INE741L01018,NSE,Unclassified,Unclassified,DUCON.NS,IN,NSE_MAINBOARD
DVL,Dhunseri Ventures Limited,INE477B01010,NSE,Unclassified,Unclassified,DVL.NS,IN,NSE_MAINBOARD
DWARKESH,Dwarikesh Sugar Industries Limited,INE366A01041,NSE,Unclassified,Unclassified,DWARKESH.NS,IN,NSE_MAINBOARD
DYCL,Dynamic Cables Limited,INE600Y01019,NSE,Unclassified,Unclassified,DYCL.NS,IN,NSE_MAINBOARD
DYNAMATECH,Dynamatic Technologies Limited,INE221B01012,NSE,Unclassified,Unclassified,DYNAMATECH.NS,IN,NSE_MAINBOARD
DYNPRO,Dynemic Products Limited,INE256H01015,NSE,Unclassified,Unclassified,DYNPRO.NS,IN,NSE_MAINBOARD
E2E,E2E Networks Limited,INE255Z01027,NSE,Unclassified,Unclassified,E2E.NS,IN,NSE_MAINBOARD
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,NSE,Unclassified,Unclassified,EASEMYTRIP.NS,IN,NSE_MAINBOARD
EASTSILK,Eastern Silk Industries Limited,INE962C01035,NSE,Unclassified,Unclassified,EASTSILK.NS,IN,NSE_MAINBOARD
EBGNG,GNG Electronics Limited,INE18JU01028,NSE,Unclassified,Unclassified,EBGNG.NS,IN,NSE_MAINBOARD
ECLERX,eClerx Services Limited,INE738I01010,NSE,Unclassified,Unclassified,ECLERX.NS,IN,NSE_MAINBOARD
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,INE06HJ01020,NSE,Unclassified,Unclassified,ECOSMOBLTY.NS,IN,NSE_MAINBOARD
EDELWEISS,Edelweiss Financial Services Limited,INE532F01054,NSE,Unclassified,Unclassified,EDELWEISS.NS,IN,NSE_MAINBOARD
EFCIL,EFC (I) Limited,INE886D01026,NSE,Unclassified,Unclassified,EFCIL.NS,IN,NSE_MAINBOARD
EICHERMOT,Eicher Motors Limited,INE066A01021,NSE,Automobile and Auto Components,Automobile and Auto Components,EICHERMOT.NS,IN,NSE_MAINBOARD
EIDPARRY,EID Parry India Limited,INE126A01031,NSE,Unclassified,Unclassified,EIDPARRY.NS,IN,NSE_MAINBOARD
EIEL,Enviro Infra Engineers Limited,INE0LLY01014,NSE,Unclassified,Unclassified,EIEL.NS,IN,NSE_MAINBOARD
EIFFL,Euro India Fresh Foods Limited,INE546V01010,NSE,Unclassified,Unclassified,EIFFL.NS,IN,NSE_MAINBOARD
EIHAHOTELS,EIH Associated Hotels Limited,INE276C01014,NSE,Unclassified,Unclassified,EIHAHOTELS.NS,IN,NSE_MAINBOARD
EIHOTEL,EIH Limited,INE230A01023,NSE,Unclassified,Unclassified,EIHOTEL.NS,IN,NSE_MAINBOARD
EIMCOELECO,Eimco Elecon (India) Limited,INE158B01016,NSE,Unclassified,Unclassified,EIMCOELECO.NS,IN,NSE_MAINBOARD
EKC,Everest Kanto Cylinder Limited,INE184H01027,NSE,Unclassified,Unclassified,EKC.NS,IN,NSE_MAINBOARD
ELANTAS,Elantas Beck India Limited,INE280B01018,NSE,Unclassified,Unclassified,ELANTAS.NS,IN,NSE_MAINBOARD
ELCIDIN,EL CID Investments Limited,INE927X01018,NSE,Unclassified,Unclassified,ELCIDIN.NS,IN,NSE_MAINBOARD
ELDEHSG,Eldeco Housing And Industries Limited,INE668G01021,NSE,Unclassified,Unclassified,ELDEHSG.NS,IN,NSE_MAINBOARD
ELECON,Elecon Engineering Company Limited,INE205B01031,NSE,Unclassified,Unclassified,ELECON.NS,IN,NSE_MAINBOARD
ELECTCAST,Electrosteel Castings Limited,INE086A01029,NSE,Unclassified,Unclassified,ELECTCAST.NS,IN,NSE_MAINBOARD
ELECTHERM,Electrotherm (India) Limited,INE822G01016,NSE,Unclassified,Unclassified,ELECTHERM.NS,IN,NSE_MAINBOARD
ELGIEQUIP,Elgi Equipments Limited,INE285A01027,NSE,Unclassified,Unclassified,ELGIEQUIP.NS,IN,NSE_MAINBOARD
ELGIRUBCO,Elgi Rubber Company Limited,INE819L01012,NSE,Unclassified,Unclassified,ELGIRUBCO.NS,IN,NSE_MAINBOARD
ELIN,Elin Electronics Limited,INE050401020,NSE,Unclassified,Unclassified,ELIN.NS,IN,NSE_MAINBOARD
ELITECON,Elitecon International Limited,INE669R01026,NSE,Unclassified,Unclassified,ELITECON.NS,IN,NSE_MAINBOARD
ELLEN,Ellenbarrie Industrial Gases Limited,INE236E01022,NSE,Unclassified,Unclassified,ELLEN.NS,IN,NSE_MAINBOARD
ELPROINTL,Elpro International Limited,INE579B01039,NSE,Unclassified,Unclassified,ELPROINTL.NS,IN,NSE_MAINBOARD
EMAMILTD,Emami Limited,INE548C01032,NSE,Unclassified,Unclassified,EMAMILTD.NS,IN,NSE_MAINBOARD
EMAMIPAP,Emami Paper Mills Limited,INE830C01026,NSE,Unclassified,Unclassified,EMAMIPAP.NS,IN,NSE_MAINBOARD
EMAMIREAL,Emami Realty Limited,INE778K01012,NSE,Unclassified,Unclassified,EMAMIREAL.NS,IN,NSE_MAINBOARD
EMBDL,Embassy Developments Limited,INE069I01010,NSE,Unclassified,Unclassified,EMBDL.NS,IN,NSE_MAINBOARD
EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,NSE,Unclassified,Unclassified,EMCURE.NS,IN,NSE_MAINBOARD
EMIL,Electronics Mart India Limited,INE02YR01019,NSE,Unclassified,Unclassified,EMIL.NS,IN,NSE_MAINBOARD
EMKAY,Emkay Global Financial Services Limited,INE296H01011,NSE,Unclassified,Unclassified,EMKAY.NS,IN,NSE_MAINBOARD
EMMBI,Emmbi Industries Limited,INE753K01015,NSE,Unclassified,Unclassified,EMMBI.NS,IN,NSE_MAINBOARD
EMMVEE,Emmvee Photovoltaic Power Limited,INE1C6T01020,NSE,Unclassified,Unclassified,EMMVEE.NS,IN,NSE_MAINBOARD
EMPOWER,Empower India Limited,INE507F01023,NSE,Unclassified,Unclassified,EMPOWER.NS,IN,NSE_MAINBOARD
EMSLIMITED,EMS Limited,INE0OV601013,NSE,Unclassified,Unclassified,EMSLIMITED.NS,IN,NSE_MAINBOARD
EMUDHRA,eMudhra Limited,INE01QM01018,NSE,Unclassified,Unclassified,EMUDHRA.NS,IN,NSE_MAINBOARD
ENDURANCE,Endurance Technologies Limited,INE913H01037,NSE,Unclassified,Unclassified,ENDURANCE.NS,IN,NSE_MAINBOARD
ENERGYDEV,Energy Development Company Limited,INE306C01019,NSE,Unclassified,Unclassified,ENERGYDEV.NS,IN,NSE_MAINBOARD
ENGINERSIN,Engineers India Limited,INE510A01028,NSE,Unclassified,Unclassified,ENGINERSIN.NS,IN,NSE_MAINBOARD
ENIL,Entertainment Network (India) Limited,INE265F01028,NSE,Unclassified,Unclassified,ENIL.NS,IN,NSE_MAINBOARD
ENRIN,Siemens Energy India Limited,INE1NPP01017,NSE,Capital Goods,Capital Goods,ENRIN.NS,IN,NSE_MAINBOARD
ENTERO,Entero Healthcare Solutions Limited,INE010601016,NSE,Unclassified,Unclassified,ENTERO.NS,IN,NSE_MAINBOARD
EPACK,EPACK Durable Limited,INE0G5901015,NSE,Unclassified,Unclassified,EPACK.NS,IN,NSE_MAINBOARD
EPACKPEB,EPack Prefab Technologies Limited,INE0MLS01022,NSE,Unclassified,Unclassified,EPACKPEB.NS,IN,NSE_MAINBOARD
EPIGRAL,Epigral Limited,INE071N01016,NSE,Unclassified,Unclassified,EPIGRAL.NS,IN,NSE_MAINBOARD
EPL,EPL Limited,INE255A01020,NSE,Unclassified,Unclassified,EPL.NS,IN,NSE_MAINBOARD
EQUIPPP,Equippp Social Impact Technologies Limited,INE217G01035,NSE,Unclassified,Unclassified,EQUIPPP.NS,IN,NSE_MAINBOARD
EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,NSE,Unclassified,Unclassified,EQUITASBNK.NS,IN,NSE_MAINBOARD
ERIS,Eris Lifesciences Limited,INE406M01024,NSE,Unclassified,Unclassified,ERIS.NS,IN,NSE_MAINBOARD
ESABINDIA,Esab India Limited,INE284A01012,NSE,Unclassified,Unclassified,ESABINDIA.NS,IN,NSE_MAINBOARD
ESAFSFB,ESAF Small Finance Bank Limited,INE818W01011,NSE,Unclassified,Unclassified,ESAFSFB.NS,IN,NSE_MAINBOARD
ESCORTS,Escorts Kubota Limited,INE042A01014,NSE,Unclassified,Unclassified,ESCORTS.NS,IN,NSE_MAINBOARD
ESSARSHPNG,Essar Shipping Limited,INE122M01019,NSE,Unclassified,Unclassified,ESSARSHPNG.NS,IN,NSE_MAINBOARD
ESSENTIA,Integra Essentia Limited,INE418N01035,NSE,Unclassified,Unclassified,ESSENTIA.NS,IN,NSE_MAINBOARD
ESTER,Ester Industries Limited,INE778B01029,NSE,Unclassified,Unclassified,ESTER.NS,IN,NSE_MAINBOARD
ETERNAL,ETERNAL LIMITED,INE758T01015,NSE,Consumer Services,Consumer Services,ETERNAL.NS,IN,NSE_MAINBOARD
ETHOSLTD,Ethos Limited,INE04TZ01018,NSE,Unclassified,Unclassified,ETHOSLTD.NS,IN,NSE_MAINBOARD
EUREKAFORB,Eureka Forbes Limited,INE0KCE01017,NSE,Unclassified,Unclassified,EUREKAFORB.NS,IN,NSE_MAINBOARD
