ticker,name,isin,exchange,sector,industry,market_data_ticker,country,universe
20MICRONS,20 Microns Limited,INE144J01027,NSE,Unclassified,Unclassified,20MICRONS.NS,IN,NSE_MAINBOARD
21STCENMGM,21st Century Management Services Limited,INE253B01015,NSE,Unclassified,Unclassified,21STCENMGM.NS,IN,NSE_MAINBOARD
360ONE,360 ONE WAM LIMITED,INE466L01038,NSE,Financial Services,Financial Services,360ONE.NS,IN,NSE_MAINBOARD
3BBLACKBIO,3B Blackbio Dx Limited,INE994E01018,NSE,Unclassified,Unclassified,3BBLACKBIO.NS,IN,NSE_MAINBOARD
3IINFOLTD,3i Infotech Limited,INE748C01038,NSE,Unclassified,Unclassified,3IINFOLTD.NS,IN,NSE_MAINBOARD
3MINDIA,3M India Limited,INE470A01017,NSE,Unclassified,Unclassified,3MINDIA.NS,IN,NSE_MAINBOARD
3PLAND,3P Land Holdings Limited,INE105C01023,NSE,Unclassified,Unclassified,3PLAND.NS,IN,NSE_MAINBOARD
5PAISA,5Paisa Capital Limited,INE618L01018,NSE,Unclassified,Unclassified,5PAISA.NS,IN,NSE_MAINBOARD
63MOONS,63 moons technologies limited,INE111B01023,NSE,Unclassified,Unclassified,63MOONS.NS,IN,NSE_MAINBOARD
A2ZINFRA,A2Z Infra Engineering Limited,INE619I01012,NSE,Unclassified,Unclassified,A2ZINFRA.NS,IN,NSE_MAINBOARD
AAATECH,AAA Technologies Limited,INE0D0U01013,NSE,Unclassified,Unclassified,AAATECH.NS,IN,NSE_MAINBOARD
AADHARHFC,Aadhar Housing Finance Limited,INE883F01010,NSE,Unclassified,Unclassified,AADHARHFC.NS,IN,NSE_MAINBOARD
AAKASH,Aakash Exploration Services Limited,INE087Z01024,NSE,Unclassified,Unclassified,AAKASH.NS,IN,NSE_MAINBOARD
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,INE198H01019,NSE,Unclassified,Unclassified,AAREYDRUGS.NS,IN,NSE_MAINBOARD
AARNAV,Aarnav Fashions Limited,INE750R01016,NSE,Unclassified,Unclassified,AARNAV.NS,IN,NSE_MAINBOARD
AARON,Aaron Industries Limited,INE721Z01010,NSE,Unclassified,Unclassified,AARON.NS,IN,NSE_MAINBOARD
AARTECH,Aartech Solonics Limited,INE01C001026,NSE,Unclassified,Unclassified,AARTECH.NS,IN,NSE_MAINBOARD
AARTIDRUGS,Aarti Drugs Limited,INE767A01016,NSE,Unclassified,Unclassified,AARTIDRUGS.NS,IN,NSE_MAINBOARD
AARTIIND,Aarti Industries Limited,INE769A01020,NSE,Unclassified,Unclassified,AARTIIND.NS,IN,NSE_MAINBOARD
AARTIPHARM,Aarti Pharmalabs Limited,INE0LRU01027,NSE,Unclassified,Unclassified,AARTIPHARM.NS,IN,NSE_MAINBOARD
AARTISURF,Aarti Surfactants Limited,INE09EO01013,NSE,Unclassified,Unclassified,AARTISURF.NS,IN,NSE_MAINBOARD
AARVI,Aarvi Encon Limited,INE754X01016,NSE,Unclassified,Unclassified,AARVI.NS,IN,NSE_MAINBOARD
AASTHA,Aastha Spintex Limited,INE2FMX01012,NSE,Unclassified,Unclassified,AASTHA.NS,IN,NSE_MAINBOARD
AAVAS,Aavas Financiers Limited,INE216P01012,NSE,Unclassified,Unclassified,AAVAS.NS,IN,NSE_MAINBOARD
ABAN,Aban Offshore Limited,INE421A01028,NSE,Unclassified,Unclassified,ABAN.NS,IN,NSE_MAINBOARD
ABANSENT,Abans Enterprises Limited,INE365O01028,NSE,Unclassified,Unclassified,ABANSENT.NS,IN,NSE_MAINBOARD
ABB,ABB India Limited,INE117A01022,NSE,Capital Goods,Capital Goods,ABB.NS,IN,NSE_MAINBOARD
ABBOTINDIA,Abbott India Limited,INE358A01014,NSE,Unclassified,Unclassified,ABBOTINDIA.NS,IN,NSE_MAINBOARD
ABCAPITAL,Aditya Birla Capital Limited,INE674K01013,NSE,Financial Services,Financial Services,ABCAPITAL.NS,IN,NSE_MAINBOARD
ABCOTS,A B Cotspin India Limited,INE08PH01015,NSE,Unclassified,Unclassified,ABCOTS.NS,IN,NSE_MAINBOARD
ABDL,Allied Blenders and Distillers Limited,INE552Z01027,NSE,Unclassified,Unclassified,ABDL.NS,IN,NSE_MAINBOARD
ABFRL,Aditya Birla Fashion and Retail Limited,INE647O01011,NSE,Unclassified,Unclassified,ABFRL.NS,IN,NSE_MAINBOARD
ABINFRA,A B Infrabuild Limited,INE00YB01025,NSE,Unclassified,Unclassified,ABINFRA.NS,IN,NSE_MAINBOARD
ABLBL,Aditya Birla Lifestyle Brands Limited,INE14LE01019,NSE,Unclassified,Unclassified,ABLBL.NS,IN,NSE_MAINBOARD
ABMINTLLTD,ABM International Limited,INE251C01025,NSE,Unclassified,Unclassified,ABMINTLLTD.NS,IN,NSE_MAINBOARD
ABMKNO,ABM Knowledgeware Limited,INE850B01026,NSE,Unclassified,Unclassified,ABMKNO.NS,IN,NSE_MAINBOARD
ABREL,Aditya Birla Real Estate Limited,INE055A01016,NSE,Unclassified,Unclassified,ABREL.NS,IN,NSE_MAINBOARD
ABSLAMC,Aditya Birla Sun Life AMC Limited,INE404A01024,NSE,Unclassified,Unclassified,ABSLAMC.NS,IN,NSE_MAINBOARD
ACC,ACC Limited,INE012A01025,NSE,Unclassified,Unclassified,ACC.NS,IN,NSE_MAINBOARD
ACCELYA,Accelya Solutions India Limited,INE793A01012,NSE,Unclassified,Unclassified,ACCELYA.NS,IN,NSE_MAINBOARD
ACCURACY,Accuracy Shipping Limited,INE648Z01023,NSE,Unclassified,Unclassified,ACCURACY.NS,IN,NSE_MAINBOARD
ACE,Action Construction Equipment Limited,INE731H01025,NSE,Unclassified,Unclassified,ACE.NS,IN,NSE_MAINBOARD
ACEINTEG,Ace Integrated Solutions Limited,INE543V01017,NSE,Unclassified,Unclassified,ACEINTEG.NS,IN,NSE_MAINBOARD
ACI,Archean Chemical Industries Limited,INE128X01021,NSE,Unclassified,Unclassified,ACI.NS,IN,NSE_MAINBOARD
ACL,Andhra Cements Limited,INE666E01020,NSE,Unclassified,Unclassified,ACL.NS,IN,NSE_MAINBOARD
ACMESOLAR,Acme Solar Holdings Limited,INE622W01025,NSE,Unclassified,Unclassified,ACMESOLAR.NS,IN,NSE_MAINBOARD
ACSTECH,ACS Technologies Limited,INE366C01021,NSE,Unclassified,Unclassified,ACSTECH.NS,IN,NSE_MAINBOARD
ACUTAAS,Acutaas Chemicals Limited,INE00FF01025,NSE,Unclassified,Unclassified,ACUTAAS.NS,IN,NSE_MAINBOARD
ADANIENSOL,Adani Energy Solutions Limited,INE931S01010,NSE,Power,Power,ADANIENSOL.NS,IN,NSE_MAINBOARD
ADANIENT,Adani Enterprises Limited,INE423A01024,NSE,Metals & Mining,Metals & Mining,ADANIENT.NS,IN,NSE_MAINBOARD
ADANIGREEN,Adani Green Energy Limited,INE364U01010,NSE,Power,Power,ADANIGREEN.NS,IN,NSE_MAINBOARD
ADANIPORTS,Adani Ports and Special Economic Zone Limited,INE742F01042,NSE,Services,Services,ADANIPORTS.NS,IN,NSE_MAINBOARD
ADANIPOWER,Adani Power Limited,INE814H01029,NSE,Power,Power,ADANIPOWER.NS,IN,NSE_MAINBOARD
ADFFOODS,ADF Foods Limited,INE982B01027,NSE,Unclassified,Unclassified,ADFFOODS.NS,IN,NSE_MAINBOARD
ADL,Archidply Decor Limited,INE0CHO01012,NSE,Unclassified,Unclassified,ADL.NS,IN,NSE_MAINBOARD
ADOR,Ador Welding Limited,INE045A01017,NSE,Unclassified,Unclassified,ADOR.NS,IN,NSE_MAINBOARD
ADROITINFO,Adroit Infotech Limited,INE737B01033,NSE,Unclassified,Unclassified,ADROITINFO.NS,IN,NSE_MAINBOARD
ADSL,Allied Digital Services Limited,INE102I01027,NSE,Unclassified,Unclassified,ADSL.NS,IN,NSE_MAINBOARD
ADVAIT,Advait Energy Transitions Limited,INE0ALI01010,NSE,Unclassified,Unclassified,ADVAIT.NS,IN,NSE_MAINBOARD
ADVANCE,Advance Agrolife Limited,INE1B0W01010,NSE,Unclassified,Unclassified,ADVANCE.NS,IN,NSE_MAINBOARD
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,INE199C01026,NSE,Unclassified,Unclassified,ADVANIHOTR.NS,IN,NSE_MAINBOARD
ADVENTHTL,Advent Hotels International Limited,INE28GN01010,NSE,Unclassified,Unclassified,ADVENTHTL.NS,IN,NSE_MAINBOARD
ADVENZYMES,Advanced Enzyme Technologies Limited,INE837H01020,NSE,Unclassified,Unclassified,ADVENZYMES.NS,IN,NSE_MAINBOARD
AEGISLOG,Aegis Logistics Limited,INE208C01025,NSE,Unclassified,Unclassified,AEGISLOG.NS,IN,NSE_MAINBOARD
AEGISVOPAK,Aegis Vopak Terminals Limited,INE0INX01018,NSE,Unclassified,Unclassified,AEGISVOPAK.NS,IN,NSE_MAINBOARD
AEPL,Artemis Electricals and Projects Limited,INE757T01025,NSE,Unclassified,Unclassified,AEPL.NS,IN,NSE_MAINBOARD
AEQUS,Aequs Limited,INE947N01017,NSE,Unclassified,Unclassified,AEQUS.NS,IN,NSE_MAINBOARD
AEROENTER,Aeroflex Enterprises Limited,INE065D01027,NSE,Unclassified,Unclassified,AEROENTER.NS,IN,NSE_MAINBOARD
AEROFLEX,Aeroflex Industries Limited,INE024001021,NSE,Unclassified,Unclassified,AEROFLEX.NS,IN,NSE_MAINBOARD
AERONEU,Aeroflex Neu Limited,INE035801013,NSE,Unclassified,Unclassified,AERONEU.NS,IN,NSE_MAINBOARD
AEROPLANE,Amir Chand Jagdish Kumar (Exports) Limited,INE05TO01019,NSE,Unclassified,Unclassified,AEROPLANE.NS,IN,NSE_MAINBOARD
AETHER,Aether Industries Limited,INE0BWX01014,NSE,Unclassified,Unclassified,AETHER.NS,IN,NSE_MAINBOARD
AFCONS,Afcons Infrastructure Limited,INE101I01011,NSE,Unclassified,Unclassified,AFCONS.NS,IN,NSE_MAINBOARD
AFFLE,Affle 3i Limited,INE00WC01027,NSE,Unclassified,Unclassified,AFFLE.NS,IN,NSE_MAINBOARD
AFFORDABLE,Affordable Robotic & Automation Limited,INE692Z01013,NSE,Unclassified,Unclassified,AFFORDABLE.NS,IN,NSE_MAINBOARD
AFIL,Akme Fintrade (India) Limited,INE916Y01027,NSE,Unclassified,Unclassified,AFIL.NS,IN,NSE_MAINBOARD
AFSL,Abans Financial Services Limited,INE00ZE01026,NSE,Unclassified,Unclassified,AFSL.NS,IN,NSE_MAINBOARD
AGARIND,Agarwal Industrial Corporation Limited,INE204E01012,NSE,Unclassified,Unclassified,AGARIND.NS,IN,NSE_MAINBOARD
AGARWALEYE,Dr. Agarwal's Health Care Limited,INE943P01029,NSE,Unclassified,Unclassified,AGARWALEYE.NS,IN,NSE_MAINBOARD
AGI,AGI Greenpac Limited,INE415A01038,NSE,Unclassified,Unclassified,AGI.NS,IN,NSE_MAINBOARD
AGIIL,Agi Infra Limited,INE976R01033,NSE,Unclassified,Unclassified,AGIIL.NS,IN,NSE_MAINBOARD
AGL,Allcargo Global Limited,INE1YPB01014,NSE,Unclassified,Unclassified,AGL.NS,IN,NSE_MAINBOARD
AGRITECH,Agri-Tech (India) Limited,INE449G01018,NSE,Unclassified,Unclassified,AGRITECH.NS,IN,NSE_MAINBOARD
AGROPHOS,Agro Phos India Limited,INE740V01019,NSE,Unclassified,Unclassified,AGROPHOS.NS,IN,NSE_MAINBOARD
AHCL,Anlon Healthcare Limited,INE0Y8W01025,NSE,Unclassified,Unclassified,AHCL.NS,IN,NSE_MAINBOARD
AHLADA,Ahlada Engineers Limited,INE00PV01013,NSE,Unclassified,Unclassified,AHLADA.NS,IN,NSE_MAINBOARD
AHLEAST,Asian Hotels (East) Limited,INE926K01017,NSE,Unclassified,Unclassified,AHLEAST.NS,IN,NSE_MAINBOARD
AHLUCONT,Ahluwalia Contracts (India) Limited,INE758C01029,NSE,Unclassified,Unclassified,AHLUCONT.NS,IN,NSE_MAINBOARD
AHLWEST,Asian Hotels (West) Limited,INE915K01010,NSE,Unclassified,Unclassified,AHLWEST.NS,IN,NSE_MAINBOARD
AIAENG,AIA Engineering Limited,INE212H01026,NSE,Unclassified,Unclassified,AIAENG.NS,IN,NSE_MAINBOARD
AIIL,Authum Investment & Infrastructure Limited,INE206F01022,NSE,Unclassified,Unclassified,AIIL.NS,IN,NSE_MAINBOARD
AIRAN,Airan Limited,INE645W01026,NSE,Unclassified,Unclassified,AIRAN.NS,IN,NSE_MAINBOARD
AIROLAM,Airo Lam limited,INE801L01010,NSE,Unclassified,Unclassified,AIROLAM.NS,IN,NSE_MAINBOARD
AJANTPHARM,Ajanta Pharma Limited,INE031B01049,NSE,Unclassified,Unclassified,AJANTPHARM.NS,IN,NSE_MAINBOARD
AJAXENGG,Ajax Engineering Limited,INE274Y01021,NSE,Unclassified,Unclassified,AJAXENGG.NS,IN,NSE_MAINBOARD
AJMERA,Ajmera Realty & Infra India Limited,INE298G01035,NSE,Unclassified,Unclassified,AJMERA.NS,IN,NSE_MAINBOARD
AJOONI,Ajooni Biotech Limited,INE820Y01021,NSE,Unclassified,Unclassified,AJOONI.NS,IN,NSE_MAINBOARD
AKASH,Akash Infra-Projects Limited,INE737W01013,NSE,Unclassified,Unclassified,AKASH.NS,IN,NSE_MAINBOARD
AKCAPIT,AK Capital Services Limited,INE701G01012,NSE,Unclassified,Unclassified,AKCAPIT.NS,IN,NSE_MAINBOARD
AKG,Akg Exim Limited,INE00Y801016,NSE,Unclassified,Unclassified,AKG.NS,IN,NSE_MAINBOARD
AKI,AKI India Limited,INE642Z01026,NSE,Unclassified,Unclassified,AKI.NS,IN,NSE_MAINBOARD
AKSHAR,Akshar Spintex Limited,INE256Z01025,NSE,Unclassified,Unclassified,AKSHAR.NS,IN,NSE_MAINBOARD
AKSHARCHEM,AksharChem India Limited,INE542B01011,NSE,Unclassified,Unclassified,AKSHARCHEM.NS,IN,NSE_MAINBOARD
AKSHOPTFBR,Aksh Optifibre Limited,INE523B01011,NSE,Unclassified,Unclassified,AKSHOPTFBR.NS,IN,NSE_MAINBOARD
AKUMS,Akums Drugs and Pharmaceuticals Limited,INE09XN01023,NSE,Unclassified,Unclassified,AKUMS.NS,IN,NSE_MAINBOARD
ALANKIT,Alankit Limited,INE914E01040,NSE,Unclassified,Unclassified,ALANKIT.NS,IN,NSE_MAINBOARD
ALBERTDAVD,Albert David Limited,INE155C01010,NSE,Unclassified,Unclassified,ALBERTDAVD.NS,IN,NSE_MAINBOARD
ALEMBICLTD,Alembic Limited,INE426A01027,NSE,Unclassified,Unclassified,ALEMBICLTD.NS,IN,NSE_MAINBOARD
ALGOQUANT,Algoquant Fintech Limited,INE598D01035,NSE,Unclassified,Unclassified,ALGOQUANT.NS,IN,NSE_MAINBOARD
ALICON,Alicon Castalloy Limited,INE062D01024,NSE,Unclassified,Unclassified,ALICON.NS,IN,NSE_MAINBOARD
ALIVUS,Alivus Life Sciences Limited,INE03Q201024,NSE,Unclassified,Unclassified,ALIVUS.NS,IN,NSE_MAINBOARD
ALKALI,Alkali Metals Limited,INE773I01017,NSE,Unclassified,Unclassified,ALKALI.NS,IN,NSE_MAINBOARD
ALKEM,Alkem Laboratories Limited,INE540L01014,NSE,Healthcare,Healthcare,ALKEM.NS,IN,NSE_MAINBOARD
ALKYLAMINE,Alkyl Amines Chemicals Limited,INE150B01039,NSE,Unclassified,Unclassified,ALKYLAMINE.NS,IN,NSE_MAINBOARD
ALLCARGO,Allcargo Logistics Limited,INE418H01029,NSE,Unclassified,Unclassified,ALLCARGO.NS,IN,NSE_MAINBOARD
ALLDIGI,Alldigi Tech Limited,INE835G01018,NSE,Unclassified,Unclassified,ALLDIGI.NS,IN,NSE_MAINBOARD
ALLTIME,All Time Plastics Limited,INE0GV601021,NSE,Unclassified,Unclassified,ALLTIME.NS,IN,NSE_MAINBOARD
ALMONDZ,Almondz Global Securities Limited,INE326B01035,NSE,Unclassified,Unclassified,ALMONDZ.NS,IN,NSE_MAINBOARD
ALOKINDS,Alok Industries Limited,INE270A01029,NSE,Unclassified,Unclassified,ALOKINDS.NS,IN,NSE_MAINBOARD
ALPA,Alpa Laboratories Limited,INE385I01010,NSE,Unclassified,Unclassified,ALPA.NS,IN,NSE_MAINBOARD
ALPHAGEO,Alphageo (India) Limited,INE137C01018,NSE,Unclassified,Unclassified,ALPHAGEO.NS,IN,NSE_MAINBOARD
ALPINETEX,Alpine Texworld Limited,INE1JCQ01037,NSE,Unclassified,Unclassified,ALPINETEX.NS,IN,NSE_MAINBOARD
AMAGI,Amagi Media Labs Limited,INE121R01077,NSE,Unclassified,Unclassified,AMAGI.NS,IN,NSE_MAINBOARD
AMANTA,Amanta Healthcare Limited,INE084K01015,NSE,Unclassified,Unclassified,AMANTA.NS,IN,NSE_MAINBOARD
AMBALALSA,Ambalal Sarabhai Enterprises Limited,INE432A01017,NSE,Unclassified,Unclassified,AMBALALSA.NS,IN,NSE_MAINBOARD
AMBER,Amber Enterprises India Limited,INE371P01015,NSE,Unclassified,Unclassified,AMBER.NS,IN,NSE_MAINBOARD
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,INE792B01012,NSE,Unclassified,Unclassified,AMBICAAGAR.NS,IN,NSE_MAINBOARD
AMBIKCO,Ambika Cotton Mills Limited,INE540G01014,NSE,Unclassified,Unclassified,AMBIKCO.NS,IN,NSE_MAINBOARD
AMBUJACEM,Ambuja Cements Limited,INE079A01024,NSE,Construction Materials,Construction Materials,AMBUJACEM.NS,IN,NSE_MAINBOARD
AMDIND,AMD Industries Limited,INE005I01014,NSE,Unclassified,Unclassified,AMDIND.NS,IN,NSE_MAINBOARD
AMJLAND,Amj Land Holdings Limited,INE606A01024,NSE,Unclassified,Unclassified,AMJLAND.NS,IN,NSE_MAINBOARD
AMNPLST,Amines & Plasticizers Limited,INE275D01022,NSE,Unclassified,Unclassified,AMNPLST.NS,IN,NSE_MAINBOARD
AMRUTANJAN,Amrutanjan Health Care Limited,INE098F01031,NSE,Unclassified,Unclassified,AMRUTANJAN.NS,IN,NSE_MAINBOARD
ANANDRATHI,Anand Rathi Wealth Limited,INE463V01026,NSE,Unclassified,Unclassified,ANANDRATHI.NS,IN,NSE_MAINBOARD
ANANTRAJ,Anant Raj Limited,INE242C01024,NSE,Unclassified,Unclassified,ANANTRAJ.NS,IN,NSE_MAINBOARD
ANDHRAPAP,ANDHRA PAPER LIMITED,INE435A01051,NSE,Unclassified,Unclassified,ANDHRAPAP.NS,IN,NSE_MAINBOARD
ANDHRSUGAR,The Andhra Sugars Limited,INE715B01021,NSE,Unclassified,Unclassified,ANDHRSUGAR.NS,IN,NSE_MAINBOARD
ANGELONE,Angel One Limited,INE732I01021,NSE,Unclassified,Unclassified,ANGELONE.NS,IN,NSE_MAINBOARD
ANIKINDS,Anik Industries Limited,INE087B01017,NSE,Unclassified,Unclassified,ANIKINDS.NS,IN,NSE_MAINBOARD
ANKITMETAL,Ankit Metal & Power Limited,INE106I01010,NSE,Unclassified,Unclassified,ANKITMETAL.NS,IN,NSE_MAINBOARD
ANMOL,Anmol India Limited,INE02AR01019,NSE,Unclassified,Unclassified,ANMOL.NS,IN,NSE_MAINBOARD
ANSALAPI,Ansal Properties & Infrastructure Limited,INE436A01026,NSE,Unclassified,Unclassified,ANSALAPI.NS,IN,NSE_MAINBOARD
ANTELOPUS,Antelopus Selan Energy Limited,INE818A01017,NSE,Unclassified,Unclassified,ANTELOPUS.NS,IN,NSE_MAINBOARD
ANTGRAPHIC,Antarctica Limited,INE414B01021,NSE,Unclassified,Unclassified,ANTGRAPHIC.NS,IN,NSE_MAINBOARD
ANTHEM,Anthem Biosciences Limited,INE0CZ201020,NSE,Unclassified,Unclassified,ANTHEM.NS,IN,NSE_MAINBOARD
ANUHPHR,Anuh Pharma Limited,INE489G01022,NSE,Unclassified,Unclassified,ANUHPHR.NS,IN,NSE_MAINBOARD
ANUP,The Anup Engineering Limited,INE294Z01018,NSE,Unclassified,Unclassified,ANUP.NS,IN,NSE_MAINBOARD
ANURAS,Anupam Rasayan India Limited,INE930P01018,NSE,Unclassified,Unclassified,ANURAS.NS,IN,NSE_MAINBOARD
APARINDS,Apar Industries Limited,INE372A01015,NSE,Unclassified,Unclassified,APARINDS.NS,IN,NSE_MAINBOARD
APCL,Anjani Portland Cement Limited,INE071F01012,NSE,Unclassified,Unclassified,APCL.NS,IN,NSE_MAINBOARD
APCOTEXIND,Apcotex Industries Limited,INE116A01032,NSE,Unclassified,Unclassified,APCOTEXIND.NS,IN,NSE_MAINBOARD
APEX,Apex Frozen Foods Limited,INE346W01013,NSE,Unclassified,Unclassified,APEX.NS,IN,NSE_MAINBOARD
APLAPOLLO,APL Apollo Tubes Limited,INE702C01027,NSE,Capital Goods,Capital Goods,APLAPOLLO.NS,IN,NSE_MAINBOARD
APLLTD,Alembic Pharmaceuticals Limited,INE901L01018,NSE,Unclassified,Unclassified,APLLTD.NS,IN,NSE_MAINBOARD
APOLLO,Apollo Micro Systems Limited,INE713T01028,NSE,Unclassified,Unclassified,APOLLO.NS,IN,NSE_MAINBOARD
APOLLOHOSP,Apollo Hospitals Enterprise Limited,INE437A01024,NSE,Healthcare,Healthcare,APOLLOHOSP.NS,IN,NSE_MAINBOARD
APOLLOPIPE,Apollo Pipes Limited,INE126J01016,NSE,Unclassified,Unclassified,APOLLOPIPE.NS,IN,NSE_MAINBOARD
APOLLOTYRE,Apollo Tyres Limited,INE438A01022,NSE,Unclassified,Unclassified,APOLLOTYRE.NS,IN,NSE_MAINBOARD
APOLSINHOT,Apollo Sindoori Hotels Limited,INE451F01024,NSE,Unclassified,Unclassified,APOLSINHOT.NS,IN,NSE_MAINBOARD
APTECHT,Aptech Limited,INE266F01018,NSE,Unclassified,Unclassified,APTECHT.NS,IN,NSE_MAINBOARD
APTUS,Aptus Value Housing Finance India Limited,INE852O01025,NSE,Unclassified,Unclassified,APTUS.NS,IN,NSE_MAINBOARD
AQYLON,Aqylon Nexus Limited,INE416A01051,NSE,Unclassified,Unclassified,AQYLON.NS,IN,NSE_MAINBOARD
ARCHIDPLY,Archidply Industries Limited,INE877I01016,NSE,Unclassified,Unclassified,ARCHIDPLY.NS,IN,NSE_MAINBOARD
ARCHIES,Archies Limited,INE731A01020,NSE,Unclassified,Unclassified,ARCHIES.NS,IN,NSE_MAINBOARD
ARE&M,Amara Raja Energy & Mobility Limited,INE885A01032,NSE,Unclassified,Unclassified,ARE&M.NS,IN,NSE_MAINBOARD
ARENTERP,Rajdarshan Industries Limited,INE610C01014,NSE,Unclassified,Unclassified,ARENTERP.NS,IN,NSE_MAINBOARD
ARFIN,Arfin India Limited,INE784R01023,NSE,Unclassified,Unclassified,ARFIN.NS,IN,NSE_MAINBOARD
ARIES,Aries Agro Limited,INE298I01015,NSE,Unclassified,Unclassified,ARIES.NS,IN,NSE_MAINBOARD
ARIHANT,Arihant Foundations & Housing Limited,INE413D01011,NSE,Unclassified,Unclassified,ARIHANT.NS,IN,NSE_MAINBOARD
ARIHANTCAP,Arihant Capital Markets Limited,INE420B01036,NSE,Unclassified,Unclassified,ARIHANTCAP.NS,IN,NSE_MAINBOARD
ARIHANTSUP,Arihant Superstructures Limited,INE643K01018,NSE,Unclassified,Unclassified,ARIHANTSUP.NS,IN,NSE_MAINBOARD
ARIS,Arisinfra Solutions Limited,INE0H9P01028,NSE,Unclassified,Unclassified,ARIS.NS,IN,NSE_MAINBOARD
ARKADE,Arkade Developers Limited,INE0QRL01017,NSE,Unclassified,Unclassified,ARKADE.NS,IN,NSE_MAINBOARD
ARMANFIN,Arman Financial Services Limited,INE109C01017,NSE,Unclassified,Unclassified,ARMANFIN.NS,IN,NSE_MAINBOARD
AROGRANITE,Aro Granite Industries Limited,INE210C01013,NSE,Unclassified,Unclassified,AROGRANITE.NS,IN,NSE_MAINBOARD
ARROWGREEN,Arrow Greentech Limited,INE570D01018,NSE,Unclassified,Unclassified,ARROWGREEN.NS,IN,NSE_MAINBOARD
ARSHIYA,Arshiya Limited,INE968D01022,NSE,Unclassified,Unclassified,ARSHIYA.NS,IN,NSE_MAINBOARD
ARSSBL,Anand Rathi Share and Stock Brokers Limited,INE549H01021,NSE,Unclassified,Unclassified,ARSSBL.NS,IN,NSE_MAINBOARD
ARTEMISMED,Artemis Medicare Services Limited,INE025R01021,NSE,Unclassified,Unclassified,ARTEMISMED.NS,IN,NSE_MAINBOARD
ARTNIRMAN,Art Nirman Limited,INE738V01013,NSE,Unclassified,Unclassified,ARTNIRMAN.NS,IN,NSE_MAINBOARD
ARVEE,Arvee Laboratories (India) Limited,INE006Z01016,NSE,Unclassified,Unclassified,ARVEE.NS,IN,NSE_MAINBOARD
ARVIND,Arvind Limited,INE034A01011,NSE,Unclassified,Unclassified,ARVIND.NS,IN,NSE_MAINBOARD
ARVINDFASN,Arvind Fashions Limited,INE955V01021,NSE,Unclassified,Unclassified,ARVINDFASN.NS,IN,NSE_MAINBOARD
ARVSMART,Arvind SmartSpaces Limited,INE034S01021,NSE,Unclassified,Unclassified,ARVSMART.NS,IN,NSE_MAINBOARD
ASAHIINDIA,Asahi India Glass Limited,INE439A01020,NSE,Unclassified,Unclassified,ASAHIINDIA.NS,IN,NSE_MAINBOARD
ASAHISONG,Asahi Songwon Colors Limited,INE228I01012,NSE,Unclassified,Unclassified,ASAHISONG.NS,IN,NSE_MAINBOARD
ASAL,Automotive Stampings and Assemblies Limited,INE900C01027,NSE,Unclassified,Unclassified,ASAL.NS,IN,NSE_MAINBOARD
ASALCBR,Associated Alcohols & Breweries Ltd.,INE073G01016,NSE,Unclassified,Unclassified,ASALCBR.NS,IN,NSE_MAINBOARD
ASHAPURMIN,Ashapura Minechem Limited,INE348A01023,NSE,Unclassified,Unclassified,ASHAPURMIN.NS,IN,NSE_MAINBOARD
ASHIANA,Ashiana Housing Limited,INE365D01021,NSE,Unclassified,Unclassified,ASHIANA.NS,IN,NSE_MAINBOARD
ASHIKA,Ashika Credit Capital Limited,INE094B01013,NSE,Unclassified,Unclassified,ASHIKA.NS,IN,NSE_MAINBOARD
ASHIMASYN,Ashima Limited,INE440A01010,NSE,Unclassified,Unclassified,ASHIMASYN.NS,IN,NSE_MAINBOARD
ASHOKA,Ashoka Buildcon Limited,INE442H01029,NSE,Unclassified,Unclassified,ASHOKA.NS,IN,NSE_MAINBOARD
ASHOKAMET,Ashoka Metcast Limited,INE760Y01011,NSE,Unclassified,Unclassified,ASHOKAMET.NS,IN,NSE_MAINBOARD
ASHOKLEY,Ashok Leyland Limited,INE208A01029,NSE,Capital Goods,Capital Goods,ASHOKLEY.NS,IN,NSE_MAINBOARD
ASIANENE,Asian Energy Services Limited,INE276G01015,NSE,Unclassified,Unclassified,ASIANENE.NS,IN,NSE_MAINBOARD
ASIANHOTNR,Asian Hotels (North) Limited,INE363A01022,NSE,Unclassified,Unclassified,ASIANHOTNR.NS,IN,NSE_MAINBOARD
ASIANPAINT,Asian Paints Limited,INE021A01026,NSE,Consumer Durables,Consumer Durables,ASIANPAINT.NS,IN,NSE_MAINBOARD
ASIANTILES,Asian Granito India Limited,INE022I01019,NSE,Unclassified,Unclassified,ASIANTILES.NS,IN,NSE_MAINBOARD
ASKAUTOLTD,ASK Automotive Limited,INE491J01022,NSE,Unclassified,Unclassified,ASKAUTOLTD.NS,IN,NSE_MAINBOARD
ASMS,Avio Smart Market Stack Limited,INE855F01042,NSE,Unclassified,Unclassified,ASMS.NS,IN,NSE_MAINBOARD
ASPINWALL,Aspinwall and Company Limited,INE991I01015,NSE,Unclassified,Unclassified,ASPINWALL.NS,IN,NSE_MAINBOARD
ASTAR,Asian Star Company Limited,INE194D01017,NSE,Unclassified,Unclassified,ASTAR.NS,IN,NSE_MAINBOARD
